clean_tweet,tweet_translated,polarity,sentimen
masalah bisa jadi cenderung lokal perlu akumulasi air besar terhisap pompa analisa amp fakta campur etanol e higroskopisitas etanol e fungsi jembatan bensin non polar air polar,"problems may tend to be local, need accumulation of large amounts of water inhaled by pump analysis amp facts about mixing ethanol e hygroscopicity of ethanol e bridge function petrol non polar water polar",0.0119047619047619,positive
etanol buruk masalah beberapa lapis analisis dapat jelas fenomena jadi lebih vokal masif era bahan bakar campur e picu kimia etanol buruk masalah lama,bad ethanol problem several layers of analysis can clear the phenomenon so it becomes more massive in the era of mixed fuels and chemical triggers bad ethanol is a long-standing problem,-0.11428571428571424,negative
ambil busi terus sambit sama jelas situ enak kayak tinggal beli kerja sana sini isi pertalite malah perapianya tidak stabil auto busi masalah pertalite campur etanol kan ngehek,"take the spark plug and then connect it to the same, it's clear, it's good, it's like just buying it, work here and there, fill it with pertalite, even the fireplace is unstable, auto spark plug, the problem with pertalite mixed with ethanol is annoying, isn't it?",-2.2204460492503132e-17,negative
campur etanol,mix ethanol,0.0,neutral
pertamax turbo pertamina bensin ron aditif performa tinggi resmi tidak kandung air pertamina sangkal kontaminasi air bbm dasar tes baru etanol campur hingga beberapa varian pertamina bagi,pertamax turbo pertamina gasoline ron official high performance additive does not contain water pertamina denies contamination of fuel water basic test of new ethanol mixed to several pertamina variants for,0.059272727272727276,positive
pakar universitas indonesia sebut campur ethanol bbm lazim aman guna kandung persen etanol indonesia tidak rusak mesin lama sistem distribusi simpan jaga baik,"indonesian university experts say that ethanol fuel mixtures are generally safe for indonesian ethanol content, not damaged, old engines, distribution systems, keep them in good condition",0.4333333333333333,positive
video sidak wali kota surabaya cak armuji salah satu spbu tengah viral media sosial rekam edar lihat periksa botol isi cair duga campur bbm sebut mungkin ada etanol metanol dalam,"the video of the inspection of the mayor of surabaya, cak armuji, one of the petrol stations is going viral on social media, recording the circulation, look at the bottles filled with liquid, suspect they are mixed with fuel, say there may be methanol ethanol in them",0.14444444444444446,positive
bbm campur etanol bisa sebab karat tangki bensin motor utama etanol serap air picu korosi tangki logam resiko lebih tinggi motor lawas campur etanol tinggi guna bbm segar periksa tangki rutin cegah,"fuel mixed with ethanol can cause rust in the main motorbike's gas tank, ethanol absorbs water, triggers corrosion of the metal tank, the risk is higher for older motorbikes, mixed with high ethanol for fresh fuel, check the tank regularly to prevent it",0.13041666666666665,positive
campur etanol bodoh tidak,mix ethanol stupid no,-0.7999999999999999,negative
campur etanol tidak,mix ethanol not,0.0,neutral
dasar sumber republika lapor resmi bobibos biofuel tanam lokal indonesia bukan sekadar campur etanol bbm klaim punya ron uji lab lebih irit emisi rendah komposisi detail lengkap publik inovasi,basic source republica official report bobibos biofuel planted locally in indonesia not just mixed with ethanol fuel claims to have ron lab tests more economical low emissions composition complete details public innovation,0.1125,positive
dasar sumber lapor esdm artikel resmi bobibos biofuel nabati tanam lokal indonesia bukan campur etanol sederhana klaim punya ron uji lab lebih irit rendah emisi komposisi eksak detail publik inovasi,basic source report esdm official article bobibos biofuel vegetable grown locally in indonesia not mixed with ethanol simple claim to have ron lab test more economical lower emissions exact composition details public innovation,0.13125,positive
aku durung komentar kait brebet bensin etanol mungkin satu motor memang tidak rutin servis lalu konsum bensin e akhire kaget campur e liane e kaca kasus oplos tiga motor lebih tahun kyoke mariki banyak baru motor,"i don't want to comment on ethanol petrol, maybe one motorbike doesn't service it regularly and then consumes petrol, and in the end, i was shocked, mixed up, liane, mixed glass case, three motorbikes, more than a year ago, kyoke mariki, lots of new motorbikes",-0.0106060606060606,negative
mobil pakai campur etanol tidak,doesn't the car use a mixture of ethanol?,0.0,neutral
memang etanol lebih bersih efek beda tiap mesin kakak kalau motor masih karburator campur etanol justru bisa bikin brebet,"it's true that ethanol is cleaner, the effect is different for each engine, bro, if the motorbike is still a carburetor, mixed with ethanol can actually cause problems",0.0875,positive
kakak kakak jowo tulen campur etanol cfd an ibu kota,jowo's brothers and sisters really mix ethanol with cfds in the capital city,0.2,positive
etanol banyak kendara rusak masalah tanda etanol jelek campur bahan bakar,"many vehicles have damaged ethanol, problems with signs of bad ethanol mixed with fuel",-0.06666666666666661,negative
jabat bodoh semua bukankah singkong bisa buat etanol campur pertalite,"shake everyone stupid, can't cassava make ethanol mixed with pertalite?",-0.39999999999999997,negative
hasil monopoli kompetitor pihak swasta kini ganti main rakyat sendiri antri spbu sekarang konsumen lebih pilih pertamax pertamax turbo vegaku tetap tidak isi pertalite mugo campur etanol banyu ng wetenge jabat badjingan kae,the result of the monopoly of private sector competitors is now replacing the people themselves queuing at gas stations now consumers prefer pertamax pertamax turbo vegaku still don't fill pertalite mugo mixed with ethanol banyu ng wetenge shake badjingan kae,0.0,neutral
benar campur etanol e bahan bakar minyak aman kendara negara terap berapa persen,"is it correct to mix ethanol and fuel oil, what percentage is it safe to drive in the country?",0.5,positive
kendara modern biasa rujuk kendara produksi tahun an rancang material tahan korosi tangki plastik logam lap kompatibel campur etanol e kendara tradisional lama pra sering pakai tangki logam,"modern vehicles usually refer to vehicles produced in the 1990s, design corrosion-resistant materials, plastic tanks, metal, compatible wipes, mixed with ethanol, old traditional vehicles, pre-frequently used, metal tanks",0.010000000000000004,positive
sebab rusak tangki motor bensin pertamina bisa campur etanol e sebab korosi komponen tidak kompatibel kontaminasi air spbu masalah awat filter sumbat busi kotor pertamina ban kontaminasi saran cek,"because the motorbike tank is damaged, pertamina gasoline can be mixed with ethanol, because the components are corroded, the components are not compatible, gas station water contamination, maintenance problems, dirty spark plug plug filter, pertamina tire contamination, check suggestions",-0.3,negative
penting paham campur bensin republik indonesia indonesia etanol pakai anhydrous ethanol jenis tidak kandung air bukti aman mesin konvensional seal gasket kendara jangan makan hoax kasih paham dukung transisi,"it's important to understand how to mix petrol, republic of indonesia, indonesia, ethanol, use anhydrous ethanol, the type that doesn't contain water, proof that it's safe for conventional engines, seal gaskets for vehicles, don't eat hoaxes, give understanding, support the transition",0.2523809523809524,positive
kerja jawab butuh oktan tinggi mesin mesin modern renewable basis biomassa catat kecil kompatibilitas material campur etanol biodiesel konsentrasi tinggi potensi rusak seal selang komponen karet lama mesin,"responsible work requires high octane engines, modern renewable engines, biomass base, small notes on material compatibility, high concentration ethanol biodiesel mixture, potential damage to hose seals, old rubber components of engines",-0.028749999999999994,negative
sorry bukan bela bahlil seperti memang kualitas pertamina jelek dunia soal mulai alih etanol buat campur bahan bakar disclaimer aku bukan dukung bahlil,"sorry, i'm not defending bahlil, it's like pertamina's quality is really bad, the world is starting to replace ethanol to mix fuel. disclaimer i don't support bahlil.",-0.3999999999999999,negative
perintah rencana terap bensin campur etanol e langkah tuju bahan bakar ramah lingkung muncul tanya penting semua kendara siap pakai e,order to apply petrol mixed with ethanol e step towards environmentally friendly fuel an important question arises for all vehicles to be ready to use e,0.24375000000000002,positive
ikan daftar kendara tidak bisa guna bahan bakar campur etanol,the vehicle list cannot use fuel mixed with ethanol,0.0,neutral
jakarta cnbc indonesia dewan energi nasional den ingat penting gandeng sektor manufaktur rencana bijak tingkat campur etanol bahan bakar minyak bbm jenis bensin jadi e implementasi campur etanol bensin indonesia,jakarta cnbc indonesia national energy council with an important reminder to collaborate with the manufacturing sector wise plan level of ethanol blending fuel oil types of finished petrol e implementation of ethanol blending in indonesian petrol,0.55,positive
campur e bbm etanol umum aman mesin kendara modern tingkat angka oktan kurang emisi cowok tidak rusak komponen rancang kompatibel etanol milik nilai energi lebih rendah konsumsi bahan bakar bisa naik,"mixing general ethanol fuel is safe for modern driving engines, octane number level, less emissions, guys, not damaged, ethanol compatible design components with lower energy value, fuel consumption can increase",0.14583333333333334,positive
baca buku pamduan jangan beli bensin campur etanol bikin korosi uap lembab khujanan bisa bahaya kalau tank bahan bakar campur etanol,"read the manual, don't buy gasoline mixed with ethanol, it will cause corrosion, moisture from rain, it can be dangerous if the fuel tank is mixed with ethanol",-0.19999999999999998,negative
aku tidak i masih urip surabaya mungkin tangki e tidak keramut lembab potensi ngembun pom e mbanyol e onok atus sepeda mogok potensi e siji bensin sing tuku campur etanol,"i don't i still urip surabaya maybe the tank e doesn't get damp, the potential for condensation pom e mbanyol e onok atus bike breaks down the potential e siji petrol sing tuku mixed with ethanol",-0.038888888888888896,negative
paham khawatir soal bensin ethanol pertamina duga banyak air campur tanah bagai daerah etanol memang mudah serap uap air bisa buruk masalah kelembaban distribusi simpan pertamina uji kualitas,"understand the concerns about ethanol gasoline, pertamina suspects that there is a lot of water mixed with soil, as in areas where ethanol absorbs water vapor easily, it can be bad, problems with humidity, distribution, storage, pertamina quality test",-0.08888888888888884,negative
jangan jangan campur etanol pertalite kurang impor dorong energi bersih sama sir miles axlerod cipta allinol lalu menjatuhlan allinol sendiri dunia gantung minyak,"don't mix with pertalite ethanol, less imports, encourage clean energy with sir miles axlerod, created allinol, then dropped allinol himself, the world is hanging on to oil",0.10000000000000002,positive
campur etanol terap tahun arti tahun campur etanol pertamina berapa bodoh,how many years does pertamina mix ethanol mean?,0.09375,positive
karat banyak tidak muncul minggu potensi karat kalau isi bbm campur etanol kalau motor tidak pakai lama kalau tiap hari pakai mah aman,"there won't be a lot of rust for weeks. the potential for rust if you fill it with fuel mixed with ethanol, if you don't use the motorbike for a long time, if you use it every day, it's safe",0.1125,positive
menteri energi sumber daya mineral esdm bahlil lahadalia jelas perintah rencana terap bahan bakar campur etanol e campur bahan bakar minyak bbm persen etanol sumber tebu jagung singkong bahlil,minister of energy mineral resources esdm bahlil lahadalia clear order for application plan fuel mix ethanol e mix fuel oil fuel percent ethanol sources sugar cane corn cassava bahlil,0.10000000000000002,positive
viral berita medsos jatim kasus sidak tes bbm pom bensin kata tidak ditemuin campur air tank pom benar mungkin brebet campur unsur etanol bensin tidak cocok sistem bakar mesin umum,"viral social media news in east java, gas station fuel test inspection case said no fuel tank mixture was found",0.03333333333333333,positive
esdm pasti mobil tahun atas aman guna bbm campur etanol,esdm is definitely safe for older year cars to use fuel mixed with ethanol,0.2222222222222222,positive
yaudah yaudah habis tonton konser blackpink jangan lupa tonton konser siapa tahu dapat voucher isi bensin campur etanol,"ok, ok, after watching the blackpink concert, don't forget to watch the concert, who knows, you might get a voucher to fill up with gasoline mixed with ethanol",0.3333333333333333,positive
jadi masalah bukan etanol kendara edar tidak desain konsumsi bbm campur etanol sini letak anjing perintah bahlil asih bijak enak udel tampa mau tahi lapang apa,"so the problem isn't the ethanol the vehicle is circulating, it's not the design of the fuel consumption mixed with ethanol, here is where the dog is, the command bahlil is wise, it's delicious, udel tampa, what's the field of dung?",0.5666666666666667,positive
jakarta cnbc indonesia perintah sedang siap bijak baru guna bahan bakar minyak bbm jenis bensin campur etanol e tanggap sebut pt astra daihatsu motor adm pasti seluruh kendara siap adaptasi,jakarta cnbc indonesia order is ready new wise use of fuel type petrol mixed with ethanol e responsive call pt astra daihatsu motor admin sure all vehicles are ready to adapt,0.28939393939393937,positive
sobat essentials wacana campur etanol bensin bukan baru upaya rupa pernah laku era presiden susilo bambang yudhoyono surabaya kadar campur tidak lanjut soal biaya produksi pasok lengkap,"essentials friends, the topic of mixing ethanol with petrol is not a new form of business that was sold during the era of president susilo bambang yudhoyono, surabaya. mixing levels are not a matter of production costs, complete supply",0.015909090909090914,positive
gelap kayak bahlil mahal good looking campur etanol,dark like expensive bahlil good looking mixed with ethanol,0.012499999999999983,positive
pernah baca buku padu suzuki sama honda situ tera maksimal etanol beberapa bahkan larang guna campur etanol,"i've read the book on suzuki and honda, where it says a maximum of ethanol, some even forbid the use of mixing ethanol",0.0,neutral
betul dapat indikasi curang bukti tg mawon kalau duga bukan campur air etanol lebih tambah aditif sifat korosif endap kerak tangki jadi injeksi jebol,"it's true that there are indications of cheating, evidence from tg mawon, if you suspect it wasn't mixed with water, ethanol, more added additives with corrosive properties, tank scale deposits, so the injection was broken.",0.11249999999999999,positive
mungkin bukan campur air etanol kakak larut aditif bbm sebut sifat korisif tangki bensin endap kerak tangki nyumbat salur injeksi,"maybe it's not a mixture of water, ethanol, bro, soluble fuel additives call the corrosive properties of the gas tank, tank scale deposits clog the injection channels",0.0,neutral
bukti campur etanol jelek larut dalamair bisa korosif video viral etanol pertalite banyak banget kadar lebih,evidence that a mixture of ethanol that is poorly soluble in water can be corrosive. viral video of pertalite ethanol has a lot of excess levels,-0.4,negative
kok tiba tidak buka gae ngambu luk tok ayo e mati dw nah aku lihat info campur etanol dek nyerep air cmiiw terus tambah mbe udara indonesia sg lembap makin makae punyae wong seng ditaro botol kan misah koyok onk bensin mbe air,"how come it won't open, it won't open, come on, let's die, well, i saw the info on mixing ethanol, sucking water, cmiiw, keep adding, the indonesian air in sg is getting more and more humid, so you have a bottle of zinc, right, misah, poke onk, petrol, water.",0.2571428571428571,positive
etanol murni lab teknis memang relatif mahal proses suling tinggi bioetanol bahan bakar buat massal limbah tebu molases lokal harga bisa lebih kompetitif subsidi perintah campur e e pertamina tuju kurang,pure ethanol technical lab is relatively expensive high distillation process bioethanol fuel for bulk sugar cane waste local molasses prices can be more competitive subsidy orders mix e e pertamina aim less,0.0009523809523809511,positive
eddy jelas etanol justru bikin udara lebih bersih campur etanol turun sulfur tekan polusi jalan target potong emisi karbon nasional,eddy is clear that ethanol actually makes the air cleaner. the mixture of ethanol reduces sulfur and reduces road pollution. the target is to cut national carbon emissions,0.05000000000000001,positive
beli bbm murni bukan campur etanol sempat ambil pertamina batal campur etanol,"buy pure fuel, not mix it with ethanol, take pertamina, don't mix it with ethanol",0.21428571428571427,positive
kan kata purbaya harga modal pertalite cuma etanol harus harga jual pertamina turun dong a campur etanol bensin pertalite murni nyata campur,"purbaya said, the capital price of pertalite is just ethanol, pertamina's selling price must go down, please mix ethanol with gasoline, real pure pertalite mixed",0.05529100529100527,positive
tuntut spbu sebut pertamina perintah bidang esdm amp bumn presiden republik indonesia tuntut bijak bbm campur etanol sebut batal tuntut bahlil pecat,sue gas station call pertamina orders in the field of esdm & state owned enterprises president of the republic of indonesia sue wise fuel mixed with ethanol call cancel sue bahlil fired,0.35,positive
etanol guna campur bahan bakar minyak bbm bensin biasa denatured alcohol tambah zat denaturan bensin cegah konsumsi minum penuh standar bahan bakar contoh e e,"ethanol used to mix fuel oil, regular gasoline, denatured alcohol, add denaturants to gasoline, prevent consumption of full fuel, standard fuel examples, e e",0.11666666666666665,positive
etanol pakai campur bbm bukan denatured alcohol,"ethanol uses fuel mixture, not denatured alcohol",0.0,neutral
apa wooozh terus paksa campur pertalite etanol,wooozh keep forcing it to mix pertalite ethanol,0.0,neutral
etanol energi per liter lebih kecil bbm murni jadi jumlah liter sama bbm campur jarak tempuh jelas lebih pendek please harga bbm rangin kalau harga sama jarak tempuh lebih pendek boncos,"ethanol energy per liter is smaller than pure fuel, so the same number of liters as mixed fuel, the distance traveled is obviously shorter, please, the price of fuel is lighter, if the price is the same, the distance traveled is shorter, bonuses",0.03571428571428571,positive
pribadi pernah test beberapa jenis bbm pertamina benar cuma pertamax turbo benar arti tidak campur air minim etanol tidak benernya pertamax turbo test selang waktu minggu ron oktan angka arti tidak benar sesuai klaim,"personally, i have tested several types of pertamina fuel, only pertamax turbo is correct, the meaning is not mixed with water, minimal ethanol, the pertamax turbo test is not correct, the interval is a week, the octane number is not correct, the meaning is not correct according to the claim",-0.02,negative
kayak memang stock mau jual swasta tahu campur etanol tidak jual jadi lempar spbu merah sendiri storage buat bbm upgrade buat bbm campur etanol,"it's like the stock is going to be sold privately, you know it's mixed with ethanol, it's not selling, so you're throwing your own red gas station, storage for fuel, upgrade for fuel mixed with ethanol",0.12,positive
ron bisa bikin gampang banget pakai ron booster bisa masalah bukan ron aditif pakai campur hemat tidak masuk akal banyak contoh etanol atas,ron can make it really easy using ron booster can be a problem instead of ron additives use a mix saver doesn't make sense lots of examples of top ethanol,0.4666666666666667,positive
begini bahan etanol mau jadi campur bbm bikin rusak kendara tipu bodoh asu bensin pertalulit celaka buang comberan,"like this, the ethanol material wants to be mixed with fuel, it will damage the vehicle, it's stupid, it's a stupid trick, it's a disaster, it's a waste of dumping sewage.",-0.31999999999999995,negative
narasi besar turun emisi jagung amp gula masih impor kok gegaya mau buat etanol campur bbm,the big narrative is that corn emissions are down and sugar is still imported. how come you want to make ethanol mixed with fuel?,-0.051851851851851864,negative
bisa jadi kakak antisipasi paling ringan coba cium bau tangki bensin kalau bau sengat banget kayak alkohol fixed campur etanol mending langsung mix sama turbo tap bensin ganti isi bp,"it could be that you have the lightest anticipation, try smelling the gas tank, if it smells really strong, like alcohol, still mix with ethanol, it's better to mix it straight away with turbo, tap petrol, change the bp content.",0.37777777777777777,positive
signifikan fuel pump motor karbu stroke pakai bbm campur etanol sangat pengaruh bahkan stroke sangat tidak saran bisa serap lumas hingga bikin kering lumas buat piston macet,"significant fuel pump motorbike carburetor stroke using fuel mixed with ethanol is very influential, even the stroke is not very recommended, it can absorb the lubricant until it makes the lubricant dry, the lubricant makes the piston jam",0.08166666666666667,positive
bogor mulai hari spbu bp akr sedia bbm non subsidi campur etanol,"bogor starting today, bp akr gas stations will provide non-subsidized fuel mixed with ethanol",0.0,neutral
runut nyata pihak spbu swasta batal ambil kuota bbm pertamina kandung etanol tinggi amp amin sama bahlil soal guna campur etanol bisa ambil simpul siapa main oplos awal tidak perlu main drama memang rusak,"it is true that private gas stations have canceled their quota of pertamina fuel with high ethanol content, and amen and bahlil, regarding the use of mixing ethanol, you can draw conclusions. whoever plays the first round doesn't need to play a drama, it's really broken.",0.026666666666666672,positive
wah curiga aku mesti bensin motor cepat habis bensin sekarang campur etanol,"wow, i'm suspicious that i'm going to have to fill up my motorbike so quickly, petrol is now mixed with ethanol",0.14444444444444446,positive
spbu beli bbm pertamina apa tidak prosedur tank datang spbu apa langsung cek kandung bbm misal benar tidak campur etanol campur adaktif air apa,"gas station to buy pertamina fuel or not, what is the procedure for the tank to come to the gas station and immediately check the fuel content, for example, do you really not mix ethanol with water adactives?",-0.1,negative
jadi apa terang pertamina arti bijak campur etanol tidak jadi alhamdulillah asa tidak enak kayak nyata tidak bakal,"so what's clear is that pertamina's wise meaning of mixing ethanol won't happen, thank god, hope it's not as good as it really won't be",0.425,positive
moga tidak campur etanol,i hope it doesn't mix with ethanol,0.0,neutral
campur etanol bukti indonesia bisa mandiri tani makin semangat bumi makin bersih,"mixed with ethanol, proof that indonesia can be independent in farming, the more enthusiastic the earth will be, the cleaner it will be",0.275,positive
campur etanol tambah berapa persen bro halo,"mix the ethanol and add what percentage, bro, hello",0.0,neutral
mandatori e perlu siap matang tidak timbul beban baru capai campur indonesia butuh pasok etanol besar tara konsumsi bensin nasional produksi negeri siap impor etanol bisa tingkat teknis e aman,mandatory e needs to be ready to mature so that no new burdens arise until mixed indonesia needs a large supply of ethanol due to national petrol consumption domestic production is ready to import ethanol can be at a technical level e is safe,0.10211038961038961,positive
masih untung bensin campur etanol kalau bensin murni mahal sih,there are still advantages to gasoline mixed with ethanol if pure gasoline is expensive,-0.09523809523809523,negative
perintah sendiri aku campur etanol shell dkk tidak mau beli bbm pertamina masak berita ditayangken media masih tanya atas dasar apa,"i ordered it myself, i mixed ethanol, shell et al. i didn't want to buy fuel, pertamina cooked the news when it was broadcast, the media still asked on what basis",0.0,neutral
etanol etanol ajar pintar dong jangan mau bodoh viral sesat biasa orang kelompok bela kalah pilpres perintah pertamina terus inovasi tuju energi bersih korban penting rakyat kecil program campur,ethanol ethanol teach smart don't be stupid go viral ordinary people defend group lose presidential election pertamina orders to continue innovation towards clean energy important victims small people mixed program,-0.04557823129251699,negative
benar campur etanol jadi biang kerok motor brebet kata pakar,"it's true that a mixture of ethanol is the cause of a slow motorbike, experts say",0.024999999999999967,positive
pertamina patra niaga tegas bahan bakar minyak bbm spbu aman ban duga pertalite oplos hingga sebab motor brebet jawa timur dirut pertamina patra niaga ega ikhlas putra pasti tidak campur etanol bbm jenis pertalite,"pertamina patra niaga is firm that petrol fuel oil stations are safe, tires suspect pertalite oplos, because the motorbike is broken, east java, president director of pertamina patra niaga, ega ikhlas putra, definitely doesn't mix ethanol with pertalite fuel.",-0.02500000000000001,negative
penasaran orang tahu tidak sih campur bensin etanol tahu tidak kondisi komponent kendara sekarang dukung bahan bakar campur heran baru dar lihat langsung bilang sesuai standar standar mana kamu pakai pea,"curious people, do you know if it is mixed with ethanol petrol, do you know or not, the condition of the driving components now supports mixed fuel, i'm surprised that just from looking at it, i can immediately say according to which standard you use pea.",0.0,neutral
oiii internetmu campur pertalite sama etanol brebet,oiii your internet mixes pertalite with ethanol brebet,0.0,neutral
kalau campur etanol kayak mending beli deh filter lebih bagus pertamini harus,"if you mix ethanol, it's better to buy a better filter, pertamini",0.5,positive
